item_id,tf_code,business_line,category_name,item_title,item_description,level_1,level_2,reason
407833,2p331g,Restaurant,پیش غذا,حلوا عربی,۲۰۰ گرم حلوا عربی با ترکیبات رشته شعریه، شیر عسل، زعفران ممتاز، هل گلاب,رمضان,حلوا,Matches the 'حلوا' category description for Arabic halva.
407835,2p331g,Restaurant,غذای اصلی,حلوا ۲۰۰ گرم,آرد سبوس دار گندم، زعفران، هل، گلاب,رمضان,حلوا,Matches the 'حلوا' category description.
407843,2p331g,Restaurant,غذای اصلی,شله‌ زرد ۷۵۰ گرم,"برنج، شکر, زعفران، هل, خلال بادام، گلاب",رمضان,شله‌زرد,Matches the 'شله‌زرد' category description.
519692,2p36pl,Restaurant,صبحانه,قیساوا,دو عدد تخم مرغ، خرما، گردو، نان تازه ,UNKNOWN,UNKNOWN,"Qaysava is a date and egg dish, not fitting the specific Ramadan keys provided."
643308,2p3997,Restaurant,صبحانه,پنیر کلاسیک,یک نفره، پنیر خامه ای، گردو ایرانی، نان چاودار,UNKNOWN,UNKNOWN,Categorized as breakfast; lacks the required Iftar concept per 'نان و پنیر' exclusions.
726836,2p3lon,Restaurant,غذای پرسی,شله زرد یک پرس,یک پرس، با برنج ایرانی، زعفران، شکر، بادام و گل ,رمضان,شله‌زرد,Matches the 'شله‌زرد' category description.
726841,2p3lon,Restaurant,غذای پرسی,فرنی یک پرس,یک پرس، با شیر، آرد برنج، بادام و گل ,رمضان,فرنی,Matches the 'فرنی' category description.
1044125,2p3n64,Restaurant,صبحانه,صبحانه ایرانی,پنیر لبنه ۵۰ گرم ، دو عدد نیمرو، گوجه و خیار ۱۰۰ گرم، یک عدد مغز گردو، ریحان و دورچین,UNKNOWN,UNKNOWN,"Traditional breakfast platter with eggs, not within the specific Ramadan taxonomy keys."
609202,2p3r6p,Restaurant,سالاد و پیش غذا,افطاری کامل,"کتلت، نان، سبزی، گردو، شربت خاکشیر بید مشک، شله زرد
",رمضان,پک افطاری,Title 'افطاری کامل' and contents indicate a multi-item Iftar package.
414239,2p3r6p,Restaurant,صبحانه,خوراک لـوبیا,,UNKNOWN,UNKNOWN,Bean stew (Khorak Loobia) is not in the allowed taxonomy keys.
414204,2p3r6p,Restaurant,صبحانه,صبحانه ایرانی,نان چاباتا، سس پستو، فیله مرغ، گوجه، پنیر، بدون سالاد,UNKNOWN,UNKNOWN,Breakfast sandwich with chicken and pesto; not in taxonomy.
722217,2p3w8o,Restaurant,صبحانه,خوراک لوبیا با قارچ, همراه با نان داغ و تازه,UNKNOWN,UNKNOWN,Bean stew (Khorak Loobia) is not in the allowed taxonomy keys.
722216,2p3w8o,Restaurant,صبحانه,عدسی,همراه با نان داغ و تازه,UNKNOWN,UNKNOWN,Lentil dish (Adasi) is not in the allowed taxonomy keys.
736249,2p3z8l,Restaurant,صبحانه,خوراک لوبیا,,UNKNOWN,UNKNOWN,Bean stew (Khorak Loobia) is not in the allowed taxonomy keys.
736247,2p3z8l,Restaurant,صبحانه,عدسی,,UNKNOWN,UNKNOWN,Lentil dish (Adasi) is not in the allowed taxonomy keys.
612755,2p3z91,Restaurant,میان وعده,سبد عصرانه,یک عدد نان سمیت، گوجه، خیار، پنیر خامه ای، گردو، ریحان,UNKNOWN,UNKNOWN,Categorized as snack (عصرانه); lacks the required Iftar concept per 'نان و پنیر' exclusions.
1025508,2p676l,Restaurant,سینی,سینی شات سالاد (۲۵ عددی),کشک بادمجان، سالاد الویه، سالاد کلم، سالاد روسی، سالاد ماکارونی,UNKNOWN,UNKNOWN,Appetizer tray; not matching any Ramadan category.
1025509,2p676l,Restaurant,سینی,سینی شات سنتی (۲۵ عددی),ماست و خیار، میرزا قاسمی، کشک بادمجان، بورانی بادمجان، سالاد شیرازی,UNKNOWN,UNKNOWN,Traditional appetizer tray; not matching any Ramadan category.
943456,2w79yp,Restaurant,صبحانه,سینی ایرانی,پنیر.گردو.خامه.عسل.مربا.کره.نیمرو,UNKNOWN,UNKNOWN,Standard breakfast platter containing eggs and jams; not specifically a bread and cheese item or Iftar pack.
1016806,2w7l4p,Restaurant,صبحانه,صبحانه ایرانی,کره، پنیر، کره بادام زمینی، عسل، گردو، چای، شیره انگور، ارده,UNKNOWN,UNKNOWN,General breakfast platter; doesn't match specific Ramadan bread and cheese or Iftar pack categories.
1016896,2w7l4p,Restaurant,صبحانه,فرنی,,رمضان,فرنی,Matches the 'فرنی' category for milk-based rice flour dessert.
978642,2w7m6z,Restaurant,پیش غذا,شله زرد یک کیلوگرم,برنج، زعفران، خلال بادام، دارچین، ارائه در ظرف بهداشتی یکبار مصرف,رمضان,شله‌زرد,Matches 'شله‌زرد' category; Iranian saffron rice pudding.
978643,2w7m6z,Restaurant,پیش غذا,فرنی,۴۵۰ گرم، شیر، گلاب، هل، آرد برنج، با تزئین دارچین,رمضان,فرنی,"Matches 'فرنی' category based on ingredients (milk, rice flour, rosewater)."
795921,2w7w9z,Restaurant,صبحانه,بشقاب ایرانی,یک عدد نیمرو، پنیر، کره، گردو، گوجه، خیار، خرما و عسل (مناسب برای 1 تا ۲ نفر),UNKNOWN,UNKNOWN,Generic breakfast plate; not specifically an Iftar pack or just bread and cheese.
879303,2w7y43,Restaurant,صبحانه و میان وعده,خوراک عدسی,500 گرم,UNKNOWN,UNKNOWN,Lentil stew (Adasi) is not included in the provided taxonomy keys.
879302,2w7y43,Restaurant,صبحانه و میان وعده,خوراک لوبیا,500 گرم,UNKNOWN,UNKNOWN,Bean stew (Khorak-e-Loobia) is not included in the provided taxonomy keys.
937359,2w9rr2,Restaurant,دسر و پیش غذا,شله زرد,یک نفره,رمضان,شله‌زرد,Matches 'شله‌زرد' category.
937362,2w9rr2,Restaurant,اضافات,پنیر,,UNKNOWN,UNKNOWN,Exclusion applied: cheese alone without Iftar context should be UNKNOWN.
102975,2wgp42,Restaurant,صبحانه,پنیر و گوجه و خیار,,UNKNOWN,UNKNOWN,Exclusion applied: cheese and vegetables without specific Iftar concept should be UNKNOWN.
102977,2wgp42,Restaurant,صبحانه,پنیر گردو,,UNKNOWN,UNKNOWN,Exclusion applied: cheese and walnut without specific Iftar concept should be UNKNOWN.
102976,2wgp42,Restaurant,صبحانه,کره مربا,,UNKNOWN,UNKNOWN,Butter and jam (کره مربا) is not included in the provided taxonomy keys.
74654,2wo362,Restaurant,سالاد و پیش غذا,حلوا,حلوا شیرازی زعفرانی، یک نفره,رمضان,حلوا,Matches the 'حلوا' category.
863739,2x436m,Restaurant,صبحانه ,عدسی دو نفره,دورچین: آبلیمو و گلپر، دو تکه نان سنگک ,UNKNOWN,UNKNOWN,Lentil stew (Adasi) is not included in the provided taxonomy keys.
667882,2x71r8,Restaurant,صبحانه و میان وعده,عدسی,۳۰۰ گرم، عدس، ادویه مخصوص، دورچین ۳ تکه نان,UNKNOWN,UNKNOWN,Lentil stew (Adasi) is not included in the provided taxonomy keys.
667883,2x71r8,Restaurant,صبحانه و میان وعده,لوبیا, ,UNKNOWN,UNKNOWN,Bean stew (Khorak-e-Loobia) is not included in the provided taxonomy keys.
566590,2x747g,Restaurant,صبحانه,عدسی,خوراک عدسی حدود ۴۰۰ تا ۴۵۰ گرم,UNKNOWN,UNKNOWN,Lentil stew (Adasi) is not included in the provided taxonomy keys.
566591,2x747g,Restaurant,صبحانه,لوبیا با قارچ,۴۵۰ تا ۵۰۰ گرم، لوبیا، قارچ,UNKNOWN,UNKNOWN,Bean and mushroom stew is not included in the provided taxonomy keys.
1460813,2x7nz4,Restaurant,پیش غذا,شله زرد,یک نفره,رمضان,شله‌زرد,Matches 'شله‌زرد' category.
1087643,2plrzm,Restaurant,صبحانه,صبحانه سرد یک نفره,یک نفره، پنیر سفید، گردو، خیار، گوجه، نصف نان,UNKNOWN,UNKNOWN,Explicitly labeled as breakfast without iftar context; see 'نان و پنیر' exclusions.
1089549,2plrzm,Restaurant,صبحانه,صبحانه سرد یک نفره ویژه,یک نفره، پنیر سفید، گردو، خیار، گوجه، نصف نان، مربا,UNKNOWN,UNKNOWN,Explicitly labeled as breakfast without iftar context; see 'نان و پنیر' exclusions.
1087622,2plrzm,Restaurant,صبحانه,پنیر برشته,دو عدد تخم مرغ، ۵۰ گرم پنیر لیقوان، شوید و نان,UNKNOWN,UNKNOWN,"This is an omelet-style breakfast dish, not bread and cheese for iftar."
1409704,2ply1w,Restaurant,غذای دریایی,ماهی حلوا سفید( ذبیدی),۳۵۰ گرم ماهی حلوا سفید سرخ شده، خیارشور، سبزی خوردن، فلفل تند,UNKNOWN,UNKNOWN,"This is a type of fish (Pampus argenteus), not the dessert 'حلوا'."
366574,2pyw75,Restaurant,اسنک,اسنک پنیر و گردو صبحانه,نان تست، پنیر خامه ای و گردو,UNKNOWN,UNKNOWN,Labeled as breakfast snack without iftar context; see 'نان و پنیر' exclusions.
1433632,2pzxw2,Restaurant,صبحانه و عصرانه,چاپاتا ارده و خرما,نان چاپاتای تست‌ شده سایز ۲۰*۱۰، با ارده تازه و خرمای مرغوب؛ ترکیبی سنتی، مقوی و انرژی‌بخش با طعمی اصیل و دلنشین,UNKNOWN,UNKNOWN,"Main product is a bread/sandwich, not 'خرما' as defined in the taxonomy."
1433630,2pzxw2,Restaurant,صبحانه و عصرانه,چاپاتا کره بادام زمینی و خرما,نان چاپاتای تست ‌شده سایز ۲۰*۱۰، با کره بادام‌زمینی و خرمای تازه؛ مقوی، انرژی‌بخش و خوش‌طعم، انتخابی سالم برای هر زمان از روز,UNKNOWN,UNKNOWN,"Main product is a bread/sandwich, not 'خرما' as defined in the taxonomy."
878980,2r1m65,Restaurant,پیش غذا,حلوا زعفرانی,۱۰۰ گرم	,رمضان,حلوا,Matches the 'حلوا' category for saffron halva dessert.
140772,2r69ro,Restaurant,صبحانه,عدسی یک پرس,,UNKNOWN,UNKNOWN,Adasi (Lentil soup) is not included in the provided taxonomy.
140773,2r69ro,Restaurant,صبحانه,لوبیا گرم یک پرس,,UNKNOWN,UNKNOWN,Bean dish (Lobia) is not included in the provided taxonomy.
355241,2r6nlr,Restaurant,صبحانه ,عدسی ویژه,400 گرم عدسی با ادویه مخصوص، سیب زمینی خلالی، به همراه یک عدد نان تافتون و یک عدد لیمو ترش,UNKNOWN,UNKNOWN,Adasi (Lentil soup) is not included in the provided taxonomy.
355242,2r6nlr,Restaurant,صبحانه ,پک مخصوص صبحانه,300 گرم عدسی، دو عدد تخم مرغ نیمرو، 10 گرم پنیر کیبی یک نفره، 10 گرم کره، 10 گرم مربا هویج یا آلبالو یا توت فرنگی، دورچین: خیار سبز، گوجه، یک عدد نان تافتون,UNKNOWN,UNKNOWN,"Explicitly a breakfast pack, not an 'افطاری' (Iftar) pack."
665997,2r6np7,Restaurant,صبحانه,صبحانه مخصوص,نیمرو، خوراک لوبیا,UNKNOWN,UNKNOWN,Breakfast item not matching any Ramadan taxonomy keys.
666004,2r6np7,Restaurant,صبحانه,عدسی,,UNKNOWN,UNKNOWN,Adasi (Lentil soup) is not included in the provided taxonomy.
251530,2r6r4y,Restaurant,صبحانه,صبحانه ایرانی,100 گرم سوسیس گوشت 90 درصد، دو عدد تخم مرغ، دورچین: خیارشور، گوجه فرنگی، پیاز بنفش، نان بربری,UNKNOWN,UNKNOWN,Sausage and egg breakfast dish is not included in the taxonomy.
251531,2r6r4y,Restaurant,صبحانه,لوبیا,400 گرم لوبیا، لیمو، نان بربری,UNKNOWN,UNKNOWN,Bean dish (Lobia) is not included in the provided taxonomy.
622527,2r6x3p,Restaurant,پیش غذا,شله زرد یک کیلوگرم, ,رمضان,شله‌زرد,"Matches 'شله‌زرد' category, sold by weight (one kilogram)."
581028,2r6z9x,Restaurant,صبحانه,سوسیس بندری,400 گرم خوراک بندری با سوسیس کوکتل 60 درصد، دورچین: نان سنگک یا بربری,UNKNOWN,UNKNOWN,Sosis Bandari is not included in the provided taxonomy.
581023,2r6z9x,Restaurant,صبحانه,پنیر برشته,دو عدد تخم مرغ، 100 گرم پنیر لیقوان، شوید، سیر، سبزیجات معطر، دورچین: خیارشور، لیمو، نان سنگک یا بربری,UNKNOWN,UNKNOWN,"This is an omelet-style breakfast dish, not bread and cheese for iftar."
303590,2p899x,Restaurant,پیش غذا,حلوا زعفرانی,۲۰۰ گرم حلوا زعفرانی,رمضان,حلوا,انواع حلوا مخصوص افطار: حلوا ساده، زعفرانی
303591,2p899x,Restaurant,پیش غذا,حلوا هویج,۲۰۰ گرم حلوا هویج,رمضان,حلوا,انواع حلوا مخصوص افطار: حلوا هویج
303587,2p899x,Restaurant,پیش غذا,شله زرد,۳۳۰ گرم شله زرد,رمضان,شله‌زرد,دسر زعفرانی برنجی مخصوص افطار
303586,2p899x,Restaurant,پیش غذا,فرنی,۳۳۰ گرم فرنی، میکس آرد برنج، شیر,رمضان,فرنی,فرنی (دسر شیری نرم) با آرد برنج
483272,2p8olw,Restaurant,صبحانه,خوراک عدسی,400 گرم خوراک عدسی، نان لواش,UNKNOWN,UNKNOWN,عدسی در دسته‌بندی‌های کاندید وجود ندارد
483271,2p8olw,Restaurant,صبحانه,خوراک لوبیا چیتی,400 گرم خوراک لوبیا چیتی، نان لواش,UNKNOWN,UNKNOWN,خوراک لوبیا در دسته‌بندی‌های کاندید وجود ندارد
375800,2p8oxz,Restaurant,صبحانه,تن ماهی لوبیا,,UNKNOWN,UNKNOWN,تن ماهی و لوبیا در دسته‌بندی‌های کاندید وجود ندارد
375884,2p8oxz,Restaurant,صبحانه,لوبیا,,UNKNOWN,UNKNOWN,خوراک لوبیا در دسته‌بندی‌های کاندید وجود ندارد
120727,2p8r3o,Restaurant,سرویس اضافه,حلوا یک نفره,30 گرم، دست ساز,رمضان,حلوا,حلوا ساده یا دست‌ساز در دسته حلوا قرار می‌گیرد
389533,2p8wwp,Restaurant,صبحانه,عدسی,,UNKNOWN,UNKNOWN,عدسی در دسته‌بندی‌های کاندید وجود ندارد
389535,2p8wwp,Restaurant,صبحانه,لوبیا با قارچ,,UNKNOWN,UNKNOWN,لوبیا با قارچ در دسته‌بندی‌های کاندید وجود ندارد
496798,2p8z17,Restaurant,پیش غذا,شله زرد 50۰ گرم,50۰ گرم، برنج نیم دانه هاشمی معطر، زعفران، کره، شکر، دارچین، پودر نارگیل، گردو، خلال بادام، کنجد,رمضان,شله‌زرد,شله‌زرد (دسر زعفرانی برنجی مخصوص افطار)
224306,2p9945,Restaurant,صبحانه,سیب تن ماهی,۱۵۰ گرم سیب زمینی سرخ شده، ۱۴۰ گرم تن ماهی سرخ شده با ادویه مخصوص، دورچین: خیارشور، پیاز، سه برش نان سنگک یا بربری، نمک و فلفل,UNKNOWN,UNKNOWN,سیب‌زمینی و تن‌ماهی در دسته‌بندی‌های کاندید وجود ندارد
224309,2p9945,Restaurant,صبحانه,سیب سوسیس,۱۶۰ گرم سیب زمینی سرخ شده، یک عدد سوسیس آلمانی، ادویه مخصوص، دورچین: سس گوجه یکنفره، خیارشور، پیاز، سه برش نان سنگک یا بربری (در این مخصوص از رب استفاده نمی‌گردد و با روغن بسیار کم طبخ میگردد),UNKNOWN,UNKNOWN,سیب‌زمینی و سوسیس در دسته‌بندی‌های کاندید وجود ندارد
610702,2p9945,Restaurant,دسر,شله زرد ۵۰۰ گرم,برنج نیم دانه ایرانی، زعفران، هل، گلاب، شکر، خلال بادام، دارچین، پودر نارگیل,رمضان,شله‌زرد,شله‌زرد (دسر زعفرانی برنجی مخصوص افطار)
610670,2p9945,Restaurant,دسر,فرنی ۵۰۰ گرم,آرد برنج، آرد نشاسته ذرت، شیر، خامه، هل، گلاب، شکر، دارچین ,رمضان,فرنی,فرنی (دسر شیری نرم) با آرد برنج و شیر
1159611,2pl6o4,Restaurant,صبحانه,عدسی,300 گرم عدسی با سیب زمینی، نان داغ مخصوص,UNKNOWN,UNKNOWN,عدسی در دسته‌بندی‌های کاندید وجود ندارد
1159608,2pl6o4,Restaurant,صبحانه,پنیر برشته,,UNKNOWN,UNKNOWN,پنیر برشته در دسته‌بندی‌های کاندید وجود ندارد
765213,2r986x,Restaurant,صبحانه و میان وعده,سرشیر عسل,,UNKNOWN,UNKNOWN,Sarshir and honey is a breakfast item not covered in the taxonomy.
765212,2r986x,Restaurant,صبحانه و میان وعده,صبحانه ایرانی,,UNKNOWN,UNKNOWN,General Iranian breakfast is not a specific category in this taxonomy.
765217,2r986x,Restaurant,صبحانه و میان وعده,نرگسی,,UNKNOWN,UNKNOWN,Nargesi (spinach and eggs) is not in the allowed taxonomy.
620227,2r9kzl,Restaurant,دسر,حلوا عربی,,رمضان,حلوا,Arabic Halva matches the Halva category.
1139242,2r9zz3,Restaurant,صبحانه,سیبپینا,یک نفره، پوره سیب زمینی ترکیب شده با کره حیوانی، پنیر کودا ترکیب شده باشیر، فیله مرغ، پنیر پیتزا، سبزیحات معطر، دورچین، باقلوای تازه، آبمیوه طبیعی، پیاز، سبزی خوردن، خیارشور، لیمو نان سنگگ,UNKNOWN,UNKNOWN,Complex breakfast dish not matching any specific taxonomy category.
645580,2rk7r5,Restaurant,پیش غذا,شله زرد زعفرانی,220 گرم,رمضان,شله‌زرد,Saffron Sholezard matches the Sholezard category.
739311,2rw61o,Restaurant,صبحانه,سیمیت ارده و شیره خرما,شیره خرما، ارده، نان سیمیت,UNKNOWN,UNKNOWN,Simit with date syrup is not pure dates or bread and cheese.
925704,2rw61o,Restaurant,صبحانه,صبحانه ایرانی,خامه . عسل . پنیر . گردو . خیار . گوجه . ارده و شیره . نصف نان سیمیت . چای,UNKNOWN,UNKNOWN,General Iranian breakfast platter is not a specific category in this taxonomy.
1122875,2rw864,Restaurant,صبحانه,سوسیس سیب زمینی,دو عدد تخم مرغ،  (سبزی،پیاز،ریحان،فلفل،خیارشور)، یک عدد بربری کامل,UNKNOWN,UNKNOWN,Sausage and potato breakfast dish is not in the taxonomy.
1122876,2rw864,Restaurant,صبحانه,عدسی (یک پرس), (سبزی،پیاز،ریحان،فلفل،خیارشور)، یک عدد بربری کامل,UNKNOWN,UNKNOWN,Adasi (lentil soup) is not categorized as Ash in this taxonomy.
1042911,2rwnoy,Restaurant,صبحانه,عدسی (یک پرس),۴۰۰ گرم عدسی، پیاز، لیمو، نان,UNKNOWN,UNKNOWN,Adasi (lentil soup) is not categorized as Ash in this taxonomy.
777486,2rwwp3,Restaurant,صبحانه,صبحانه سرد,پنیر سفید، عسل، مربا، خامه، کره، تخم مرغ آب پز، میوه، نان کراسان، گردو، گوجه,UNKNOWN,UNKNOWN,General cold breakfast platter is not a specific category in this taxonomy.
1023488,2rwz9r,Restaurant,پیش غذا,شله زرد (یک نفره), ,رمضان,شله‌زرد,Single serving of Sholezard matches the Sholezard category.
1023487,2rwz9r,Restaurant,پیش غذا,فرنی (یک نفره), ,رمضان,فرنی,Single serving of Fereni matches the Fereni category.
594586,2w1wor,Restaurant,پیش غذا,شله زرد 500 گرم,500 گرم، برنج ایرانی، شکر، کره، زعفران ساییده، گلاب، خلال بادام، خلال پسته، دارچین، آب,رمضان,شله‌زرد,Sholezard (500g) matches the Sholezard category.
756382,2w31yo,Restaurant,صبحانه,سوسیس سیب زمینی,دو عدد سوسیس پتروس 40 درصد، سیب زمینی سرخ شده، دورچین: گوجه، پیاز، خیارشور، جعفری، دو تکه نان,UNKNOWN,UNKNOWN,Sausage and potato breakfast dish is not in the taxonomy.
374587,2w36n3,Restaurant,غذای پرسی,شله زرد یک کیلوگرم	,برنج ایرانی، زعفران، کره، تزئین شده با پودر نارگیل، پودر دارچین,رمضان,شله‌زرد,Sholezard (1kg) matches the Sholezard category.
374553,2w36n3,Restaurant,دسر,فرنی یک کیلوگرم,شیر، آرد، گلاب,رمضان,فرنی,Fereni (1kg) matches the Fereni category.
365678,2w3n73,Restaurant,صبحانه,اُملت دو نفره,تخم مرغ، گوجه فرنگی، پیاز و... ,UNKNOWN,UNKNOWN,Omelette is not in the allowed taxonomy.
630513,2w3zgp,Restaurant,سالاد و پیش غذا,خرما,10 عدد خرما,رمضان,خرما,Plain dates match the Khorma category.
574939,2zk4wg,Restaurant,صبحانه,بشقاب پروتئینی,"۱۰۰ گرم خوراک لوبیا، یک عدد هات داگ، یک عدد تخم مرغ، میوه، نصف نان تافتون
",UNKNOWN,UNKNOWN,"Protein plate (sausage, eggs, beans) does not fit Ramadan taxonomy keys."
574937,2zk4wg,Restaurant,صبحانه,بیندی کوفته,یک عدد بادمجان، شیر، ۳۰ گرم پنیر پیتزا، ۵۰ گرم گوشت چرخ کرده گوساله شاورما، آرد، کره، ادویه، نصف نان تافتون,UNKNOWN,UNKNOWN,Kofte and eggplant dish does not fit Ramadan taxonomy keys.
574662,2zk4wg,Restaurant,صبحانه,خوراک لوبیا یک کیلوگرم,لوبیا، پنیر صبحانه، پیاز و ادویه، روغن رب، نصف نان تافتون,UNKNOWN,UNKNOWN,Bean stew (Khorak-e-loobia) is not classified as Ash or any other key.
574934,2zk4wg,Restaurant,صبحانه,صبحانه ترکیبی,۱۰۰ گرم خوراک لوبیا، ۵۰ گرم گوشت چرخ کرده گوساله شاورما، اسفناج، ماست چکیده، میوه، نصف نان تافتون،,UNKNOWN,UNKNOWN,Mixed breakfast plate does not fit Ramadan taxonomy keys.
574665,2zk4wg,Restaurant,صبحانه,عدسی دو کیلوگرم,عدس، پیاز، روغن، کمی سیب زمینی، نصف نان تافتون ,UNKNOWN,UNKNOWN,Lentil stew (Adasi) is not classified as Ash in this taxonomy.
986490,2zk9k9,Restaurant,صبحانه و میان وعده,خوراک لوبیا,500 گرم، لوبیا چیتی، پیاز، رب، ادویه مخصوص، دورچین: لیمو ترش، یک تکه نان سنگک,UNKNOWN,UNKNOWN,Bean stew (Khorak-e-loobia) is not classified as Ash or any other key.
986489,2zk9k9,Restaurant,صبحانه و میان وعده,عدسی,500 گرم، عدس، پیاز، رب، ادویه مخصوص، دورچین: لیمو ترش، یک تکه نان سنگک,UNKNOWN,UNKNOWN,Lentil stew (Adasi) is not classified as Ash in this taxonomy.
611325,2zkg87,Restaurant,حلیم و آش,شله زرد 500 گرم, 500 گرم,رمضان,شله‌زرد,Matches Sholeh-zard exactly.
458152,2zklor,Restaurant,صبحانه,بشقاب صبحانه, ,UNKNOWN,UNKNOWN,Generic breakfast plate does not fit Ramadan taxonomy keys.
672931,2zklor,Restaurant,صبحانه,خوراک لوبیا,,UNKNOWN,UNKNOWN,Bean stew (Khorak-e-loobia) is not classified as Ash or any other key.
458157,2zklor,Restaurant,صبحانه,عدسی, ,UNKNOWN,UNKNOWN,Lentil stew (Adasi) is not classified as Ash in this taxonomy.
1476390,2zknn1,Restaurant,ویژه رمضان,شله زرد مخصوص (یک نفره), ,رمضان,شله‌زرد,Matches Sholeh-zard exactly.
611219,2zkp19,Restaurant,صبحانه,عدسی, ,UNKNOWN,UNKNOWN,Lentil stew (Adasi) is not classified as Ash in this taxonomy.
611221,2zkp19,Restaurant,صبحانه,لوبیا, ,UNKNOWN,UNKNOWN,Beans are not classified as Ash or any other key.
611246,2zkp19,Restaurant,صبحانه,نان پنیر گردو,به همرا گوجه و خیار,رمضان,نان و پنیر,"Matches bread, cheese, and walnut (Nan va Panir va Gerdoo)."
611217,2zkp19,Restaurant,صبحانه,نان کره عسل, ,UNKNOWN,UNKNOWN,Bread with butter and honey is not in the taxonomy keys.
611214,2zkp19,Restaurant,صبحانه,نان کره مربا, ,UNKNOWN,UNKNOWN,Bread with butter and jam is not in the taxonomy keys.
753180,2zkz3x,Restaurant,دسر,حلوا خوزستان 200 گرم,200 گرم ,رمضان,حلوا,Matches Halva exactly.
753181,2zkz3x,Restaurant,دسر,شله زرد 300 گرم,500 گرم، برنج، زعفران، آب,رمضان,شله‌زرد,Matches Sholeh-zard exactly.
753182,2zkz3x,Restaurant,دسر,فرنی 300 گرم,300 گرم، آرد برنج، شیر، گلاب، شکر,رمضان,فرنی,Matches Fereni exactly.
1388923,2y93z7,Restaurant,دسر,شله زرد زعفرانی پرس یک نفره,± 50 گرم,رمضان,شله‌زرد,title matches shoale-zard category
1388924,2y93z7,Restaurant,دسر,فرنی پرس یک نفره,± 50 گرم,رمضان,فرنی,title matches ferni category
1447635,2y9738,Restaurant,غذای سنتی,شله زرد (یک پرس),300 تا 400 گرم، شله زرد، تزئین شده با خلال بادام، گل محمدی، پودر دارچین,رمضان,شله‌زرد,title matches shoale-zard category
1466353,2y9738,Restaurant,آش و حلیم,فرنی (یک نفره),,رمضان,فرنی,title matches ferni category
588012,2ym1yx,Restaurant,پیش غذا,شله زرد,۱۴۰ گرم، تزیین شده با پودر دارچین، کنجد,رمضان,شله‌زرد,title matches shoale-zard category
1481484,2ym7nr,Restaurant,افطاری,شله زرد (یک  پرس) شله زرد (یک پرس),۲۵۰ گرم شله زرد با برنج اعلای ایرانی و زعفران درجه یک,رمضان,شله‌زرد,title matches shoale-zard category
779307,2ym917,Restaurant,صبحانه,خوراک عدسی,500 گرم، عدس، آب قلم، ادویه، دورچین: پیاز سرخ شده، پیاز، لیمو ترش یا نارنج یا فلفل سبز، یک تکه نان بربری یا لواش,UNKNOWN,UNKNOWN,Adasi (lentil dish) is not within the specific allowed Ramadan taxonomy keys
781659,2ym917,Restaurant,صبحانه,خوراک لوبیا,۵۰۰ گرم خوراک لوبیا، لیمو ترش یا نارنج یا فلفل سبز، یک تکه نان بربری یا لواش,UNKNOWN,UNKNOWN,Khorak Loobia (bean dish) is not within the allowed taxonomy keys
457245,2ymmkw,Restaurant,صبحانه,صبحانه ایرانی,پنیر و کره به همراه مغز گردو و مربا، دورچین: خیارشور، گوجه فرنگی، نان سنگک,UNKNOWN,UNKNOWN,complex breakfast platter with butter/jam/tomato is outside the specific bread and cheese iftar scope
457246,2ymmkw,Restaurant,صبحانه,صبحانه تهرانی,خیار و گوجه ی تازه به همراه پنیر و مغز گردو، نان سنگک,UNKNOWN,UNKNOWN,breakfast item with cucumber/tomato is outside the specific bread and cheese iftar scope
697453,2ymnl1,Restaurant,صبحانه,خوراک قارچ,,UNKNOWN,UNKNOWN,mushroom dish is not within the allowed taxonomy keys
1054062,2ymoym,Restaurant,صبحانه,عدسی یک کیلوگرم,عدس، سیب زمینی، پیاز داغ، لیمو ترش تازه، یک تکه نان,UNKNOWN,UNKNOWN,Adasi is not within the allowed taxonomy keys
146854,2yo4gr,Restaurant,صبحانه,خوراک لوبیا,,UNKNOWN,UNKNOWN,Khorak Loobia is not within the allowed taxonomy keys
146855,2yo4gr,Restaurant,صبحانه,عدسی,,UNKNOWN,UNKNOWN,Adasi is not within the allowed taxonomy keys
618646,2yo9pp,Restaurant,سالاد و پیش غذا,زولبیا و بامیه 600 گرم,600 گرم زولبیا و بامیه تازه,رمضان,زولبیا و بامیه,explicit combined title for zoolbia and bamieh
141490,2yoozx,Restaurant,صبحانه,شمرون ویژه,,UNKNOWN,UNKNOWN,ambiguous specialty dish name
141496,2yoozx,Restaurant,صبحانه,شمرون یومورتا معجون شمرون,,UNKNOWN,UNKNOWN,yumurta/specialty dish not in allowed taxonomy keys
120959,2yoyxw,Restaurant,صبحانه,خوراک لوبیا,,UNKNOWN,UNKNOWN,Bean dish (Khorak Loobia) is not included in the provided Ramadan taxonomy.
120960,2yoyxw,Restaurant,صبحانه,خوراک لوبیا با قارچ,,UNKNOWN,UNKNOWN,Bean and mushroom dish is not included in the provided Ramadan taxonomy.
120961,2yoyxw,Restaurant,صبحانه,عدسی,,UNKNOWN,UNKNOWN,Lentil dish (Adasi) is not specifically included in the Ash or other categories.
120947,2yoyxw,Restaurant,صبحانه,پنیر گوجه خیار,,UNKNOWN,UNKNOWN,Cheese and vegetable platter without explicit bread or Ramadan context; exclusion for 'نان و پنیر' applies.
120945,2yoyxw,Restaurant,صبحانه,کره عسل,,UNKNOWN,UNKNOWN,Butter and honey is not included in the provided Ramadan taxonomy.
